Key,Participant_ID,Start_ms,End_ms,eye_mean_pupil,eye_fixation_count,eye_gaze_dispersion
3Item8,1,1680003706000.0,1680003718000.0,0.2425231509738498,1440.0,139.90810804531134
3Item7,1,1680003718000.0,1680003724000.0,0.214537493387858,720.0,128.98727664940708
3Item9,1,1680003724000.0,1680003746000.0,0.1829654357055063,2641.0,143.95540087798932
3Item17,1,1680003746000.0,1680003757000.0,0.1129752188017874,1320.0,202.5007701021488
3Item19,1,1680003757000.0,1680003770000.0,0.218132087511894,1560.0,134.40062293932107
3Item11,1,1680003770000.0,1680003781000.0,0.2039409406257398,1320.0,132.95580409572125
3Item4,1,1680003781000.0,1680003791000.0,0.1888581911722819,1200.0,126.2305094083405
3Item13,1,1680003791000.0,1680003799000.0,0.238401985168457,960.0,131.9922184975338
3Item10,1,1680003799000.0,1680003800000.0,0.3592070261637369,120.0,247.6159450932499
1spl1,2,1676984654007.919,1676984664808.1855,0.217706709732244,1296.0,168.27127646045133
1spl2,2,1676984664889.7507,1676984669443.6345,0.2914831280271649,546.0,138.08177243646747
1Item1,2,1676984669462.2722,1676984676481.2295,0.2663210125580377,843.0,132.52563562156186
1Item2,2,1676984676498.954,1676984689318.5645,0.2294932193036817,1538.0,134.63318362179314
1Item3,2,1676984689336.1667,1676984707070.324,0.198185354247129,2128.0,170.55058721915512
1Item4,2,1676984707087.0603,1676984735440.7927,0.2654093883333926,3403.0,109.77920016696756
1Item5,2,1676984735457.4868,1676984771942.877,0.2341695518023132,4378.0,128.8157900719149
1Item6,2,1676984771959.428,1676984799482.4983,0.2164582227382954,3303.0,130.9713513747495
1Item7,2,1676984799499.7764,1676984812163.1746,0.2774131574128803,1520.0,121.06476775384964
1Item8,2,1676984812184.3894,1676984838890.6438,0.2881608531553176,3205.0,85.98354684065598
1Item9,2,1676984838906.125,1676984871741.6304,0.2980385513905794,3941.0,84.21828419543071
1Item10,2,1676984871757.6467,1676984878233.8572,0.2684826059230966,777.0,113.52343361416804
2spl1,2,1676984952067.1477,1676984968173.035,0.3205545842801729,1933.0,80.3475108892035
2spl2,2,1676984969997.7676,1676984984446.8074,0.309859512311502,1734.0,72.22890215436193
2Item1,2,1676984986521.046,1676985004144.1555,0.313260955449819,2115.0,89.25296011312142
2Item2,2,1676985006088.2969,1676985020712.943,0.3052843794863448,1755.0,106.19780534328034
2Item3,2,1676985022225.292,1676985047466.8586,0.2822674112351421,3030.0,95.75213912692706
2Item4,2,1676985048767.8345,1676985058980.2744,0.2832081759705835,1225.0,120.19990020409152
2Item5,2,1676985060113.615,1676985075990.9988,0.3052041733252414,1906.0,75.44423497864314
2Item6,2,1676985077349.2104,1676985093609.5308,0.2746988215365818,1951.0,89.33486478344675
2Item7,2,1676985094789.7078,1676985115649.2046,0.3060322455582597,2503.0,109.49162456010797
2Item8,2,1676985117004.6912,1676985130546.154,0.3698895545372596,1625.0,71.29980968770057
2Item9,2,1676985131816.083,1676985161356.12,0.3136114108649876,3546.0,70.57314490708252
2Item10,2,1676985163532.0771,1676985183671.1926,0.2987264902275063,2417.0,84.10795742038464
3spl1,2,1676985258687.4705,1676985269550.72,0.2777010794797558,1304.0,109.88131839047736
3Item15,2,1676985270758.0256,1676985280945.8606,0.3339863400525571,1223.0,76.95514373482963
3Item2,2,1676985280963.716,1676985299755.5442,0.2695887612958326,2256.0,103.52456835088572
3Item5,2,1676985299771.339,1676985314289.708,0.2545835940371418,1743.0,113.93040094956696
3Item12,2,1676985314306.563,1676985329734.2627,0.294388942625766,1851.0,82.83152124404506
3Item6,2,1676985329750.6646,1676985345818.1416,0.2259944644565711,1927.0,130.89601993367916
3Item8,2,1676985345834.3918,1676985363885.952,0.1616865227615222,2167.0,121.5162384446316
3Item7,2,1676985363902.442,1676985378640.0825,0.270750507510086,1768.0,106.634213648078
3Item9,2,1676985378640.0825,1676985390640.0825,0.2814337571461995,1440.0,88.3551844810125
1spl1,3,1678717040109.505,1678717059255.1982,0.585957928052459,2298.0,51.64309244925503
1spl2,3,1678717059322.1975,1678717080050.8994,0.6059431309102049,2488.0,70.63659510929457
1Item1,3,1678717080080.3274,1678717105285.4023,0.5480028388913998,3025.0,49.27424940833277
