Key,Participant_ID,Start_ms,End_ms,gsr_mean,gsr_max,gsr_std,gsr_peak_count
1Item8,13,1676637786678.257,1676637808493.4507,11.6799317920588,12.056004390499163,0.1557970375212352,704.0
1Item9,13,1676637808510.2996,1676637842844.787,11.413341111406304,11.85179512705645,0.2232837672596404,1078.0
1Item10,13,1676637842844.787,1676637885844.787,11.320946579687767,11.739480032162955,0.1840539244285953,1316.0
2spl1,13,1676638062264.9375,1676638068310.441,12.3918533382543,12.581843243864148,0.1058206922457542,190.0
2spl2,13,1676638071339.491,1676638081045.3403,12.115503768283649,12.341897359318962,0.1248267750182808,329.0
2Item1,13,1676638083907.035,1676638091953.0896,12.024411433091789,12.137688095876248,0.0623125092279489,261.0
2Item2,13,1676638094338.25,1676638099388.792,12.14729794356767,12.280634580286144,0.0888707914724373,168.0
2Item3,13,1676638101456.4363,1676638110207.095,12.54725529986854,12.928998991716764,0.2361485429172136,235.0
2Item4,13,1676638111723.1555,1676638131647.1675,12.268482127059706,12.53589615958954,0.1366459406117613,636.0
2Item5,13,1676638138128.7664,1676638149198.9363,11.932686206499213,12.050899158913094,0.0646560916416085,370.0
2Item6,13,1676638152159.307,1676638181495.9688,12.338240082896451,12.714579265101912,0.1883417451740573,902.0
2Item7,13,1676638183206.545,1676638196547.1548,13.129705133719854,13.837730214036831,0.456041360212559,394.0
2Item8,13,1676638198501.5488,1676638266633.951,13.464091187093096,14.03683424589348,0.2311806912505719,2176.0
2Item9,13,1676638268775.1404,1676638296555.214,13.151167012727,13.898992993069648,0.3120910114081482,894.0
2Item10,13,1676638298540.693,1676638333966.6223,13.80060412319964,15.542877563783485,0.6550654995419777,1123.0
3spl1,13,1676638417626.9724,1676638421526.5557,14.400349242856556,14.960881162971752,0.4383266606768163,95.0
3spl2,13,1676638421542.476,1676638427483.0547,14.3280675556487,14.823039910147925,0.1998015123911143,189.0
3Item15,13,1676638427500.499,1676638435364.6616,14.28835571020787,14.54735740450026,0.1926076241951643,251.0
3Item2,13,1676638435374.6477,1676638442018.45,14.257938822808672,14.38909522533216,0.0722217548425169,226.0
3Item5,13,1676638442039.149,1676638445775.259,14.055119092076216,14.15425457237304,0.0603064761136365,122.0
3Item12,13,1676638445796.031,1676638452773.069,13.997535968264554,14.16957026713124,0.0943563066100831,218.0
3Item6,13,1676638452791.313,1676638460460.826,13.764426990652357,13.85304590879504,0.0623004133409214,273.0
3Item8,13,1676638460477.4275,1676638469631.894,13.540728679818828,13.659047108524458,0.0843804904570186,301.0
3Item7,13,1676638469648.4895,1676638477187.1428,13.64418638777289,13.858151140381102,0.1524986966038994,209.0
3Item9,13,1676638477206.284,1676638489467.775,13.69988245358829,14.062360403823815,0.1875333418947594,418.0
3Item17,13,1676638489484.1716,1676638495129.7678,13.582645408680326,13.771362203417953,0.1119624557842307,174.0
3Item19,13,1676638495142.557,1676638503808.7395,13.560233947122343,13.771362203417953,0.1159588345737241,293.0
3Item11,13,1676638503822.9014,1676638508464.7476,13.487815578407911,13.58246863473344,0.0651902006444868,144.0
3Item4,13,1676638508478.2795,1676638516171.0898,13.706409145309726,14.047044709065617,0.2124984692179312,235.0
3Item13,13,1676638516186.5498,1676638523118.2456,13.461322868988374,13.572258171561304,0.0501549373718613,207.0
3Item10,13,1676638523136.5503,1676638528993.146,13.571087371784234,13.786677898176151,0.1569076324218437,187.0
3Item14,13,1676638529003.9458,1676638538670.1135,13.526311087286697,13.735625582315478,0.1058147259920444,317.0
3Item3,13,1676638538670.1135,1676638547670.1135,13.284065189552994,13.413995992393204,0.0687280597924347,322.0
1spl1,14,1676808581512.342,1676808592673.658,7.949708360073055,8.252606858878634,0.1661753357213016,246.0
